model,method,dataset,device,rounds,n_clients,total_client_samples,val_samples,test_samples,dirichlet_alpha,val_loss,val_accuracy,test_loss,test_accuracy,best_checkpoint
resnet18_fedavg,fedavg_noniid_a0.5,CIFAR-10,cuda,10,3,45000,5000,10000,0.5,0.6102294453620911,0.788,0.624714072227478,0.7858,C:\Users\Darius\Documents\MASTER\SEM 2\BOSCH\cifar_resnet18_federated_learning\outputs\fedavg\noniid_a0.5\checkpoints\best_fedavg.pt
