663,32,112,0,40,6,11,28,83,25
1,954,1,0,1,0,15,1,6,21
24,1,737,1,97,42,84,11,2,1
3,5,119,23,93,595,120,22,13,7
2,0,24,0,910,18,30,15,1,0
2,0,52,3,42,859,24,17,1,0
0,3,18,1,16,25,933,3,1,0
3,1,28,0,58,51,7,849,1,2
16,25,4,1,6,3,9,3,918,15
7,69,6,2,3,5,8,7,13,880
