832,11,48,9,13,8,1,2,59,17
14,897,2,1,0,1,0,0,12,73
58,3,753,52,47,39,44,2,1,1
12,1,46,664,43,187,28,17,2,0
3,2,47,18,811,29,38,48,1,3
2,1,38,173,27,728,12,18,1,0
1,2,42,36,23,11,884,1,0,0
1,2,19,32,58,41,0,847,0,0
47,34,1,1,0,1,0,0,891,25
19,81,1,1,0,0,0,1,19,878
