model,method,dataset,device,rounds,n_clients,total_client_samples,val_samples,test_samples,dirichlet_alpha,val_loss,val_accuracy,test_loss,test_accuracy,elapsed_sec
resnet18_fedflower,fedadam_noniid_a0.5,CIFAR-10,cuda,10,3,45000,5000,10000,0.5,0.5290,0.8220,0.5412,0.8185,1868.5
