937,5,14,9,1,0,3,2,22,7
6,974,0,0,0,0,0,0,4,16
15,1,892,22,23,18,18,7,2,2
12,1,16,846,18,72,18,11,3,3
4,0,17,18,926,11,10,13,1,0
3,0,11,82,14,870,4,15,0,1
3,1,12,14,7,2,958,1,1,1
6,0,7,6,13,12,0,954,1,1
20,7,3,3,0,0,1,1,952,13
4,24,2,3,0,1,0,1,7,958
