model,method,dataset,distillation_dataset,device,rounds,best_round,n_clients,server_samples,total_client_samples,val_samples,test_samples,distillation_samples,temperature,dirichlet_alpha,server_loss,server_accuracy,val_loss,val_accuracy,test_loss,test_accuracy,best_checkpoint
resnet18_feddf,feddf_noniid_a0.5,CIFAR-10,STL-10 (unlabeled),cuda,10,7,3,10000,35000,5000,10000,10000,4.0,0.5,0.513833922624588,0.8219,0.7080624943733216,0.7504,0.7118410058021546,0.7472,C:\Users\40770\Downloads\cifar_resnet18_baseline\cifar_resnet18_baseline\outputs\feddf\noniid_a0.5\checkpoints\best_feddf.pt
